ORDRECINE;PONDERA;ORDRE;NUM_QUEST;BOP_NUM;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;CIRCUIT1;CIRCUIT2;CIRCUIT3;CODI_ENQ;edat_enq;sexe_enq;estudis_enq;nacionalitat_enq;PROVI;MUN;HABITAT;COMARCA;SEXE;EDAT;GR_EDAT;Edat_CEO;F01;F00;F02;F03;PRE_P1;P1_LITERALS;P1_100_R;P1_200_R;P1_300_R;P1_400_R;P1_500_R;P1_600_R;P1_700_R;P1_800_R;P1_900_R;P1_1000_R;P1_1100_R;P1_1200_R;P1_1300_R;P1_1400_R;P1_1500_R;P1_1600_R;P1_1700_R;P1_1800_R;P1_8000_R;P1_9600_R;P1_9500_R;P1_9800_R;P1_9900_R;P1_100_E;P1_101_E;P1_102_E;P1_103_E;P1_104_E;P1_105_E;P1_106_E;P1_107_E;P1_108_E;P1_109_E;P1_110_E;P1_111_E;P1_112_E;P1_200_E;P1_201_E;P1_202_E;P1_203_E;P1_204_E;P1_300_E;P1_301_E;P1_302_E;P1_304_E;P1_305_E;P1_306_E;P1_307_E;P1_308_E;P1_400_E;P1_401_E;P1_402_E;P1_403_E;P1_404_E;P1_405_E;P1_500_E;P1_501_E;P1_502_E;P1_503_E;P1_600_E;P1_601_E;P1_602_E;P1_603_E;P1_604_E;P1_605_E;P1_700_E;P1_701_E;P1_800_E;P1_801_E;P1_802_E;P1_803_E;P1_804_E;P1_805_E;P1_806_E;P1_807_E;P1_808_E;P1_809_E;P1_810_E;P1_811_E;P1_812_E;P1_813_E;P1_814_E;P1_815_E;P1_817_E;P1_818_E;P1_819_E;P1_820_E;P1_821_E;P1_822_E;P1_900_E;P1_901_E;P1_902_E;P1_903_E;P1_904_E;P1_905_E;P1_906_E;P1_907_E;P1_908_E;P1_909_E;P1_1000_E;P1_1001_E;P1_1002_E;P1_1003_E;P1_1004_E;P1_1005_E;P1_1006_E;P1_1007_E;P1_1008_E;P1_1100_E;P1_1101_E;P1_1102_E;P1_1103_E;P1_1104_E;P1_1105_E;P1_1106_E;P1_1200_E;P1_1201_E;P1_1202_E;P1_1203_E;P1_1204_E;P1_1205_E;P1_1207_E;P1_1208_E;P1_1210_E;P1_1211_E;P1_1212_E;P1_1213_E;P1_1214_E;P1_1215_E;P1_1216_E;P1_1300_E;P1_1301_E;P1_1302_E;P1_1500_E;P1_1501_E;P1_1502_E;P1_1600_E;P1_1700_E;P1_1701_E;P1_1702_E;P1_1703_E;P1_1704_E;P1_1705_E;P1_1800_E;P1_1801_E;P1_1802_E;P1_1803_E;P1_1804_E;P1_1805_E;P1_1806_E;P1_1808_E;P1_8000_E;P1_8001_E;P1_8002_E;P1_8003_E;P1_8004_E;P1_8005_E;P1_8006_E;P1_8007_E;P1_8008_E;P1_8010_E;P1_8011_E;P1_8012_E;P1_8013_E;P1_8014_E;P1_8015_E;P1_8016_E;P1_8017_E;P1_8020_E;P1_8021_E;P1_8023_E;P1_8024_E;P1_9400_E;P1_9500_E;P1_9800_E;P1_9900_E;PRE_P2;P2;P2_R;P2_LITERALS;P3;P3_LITERALS;P3R;P4;P5;P6;P7;P8;P9;P10;P11;P12;P52;P53;P54;P14;P15;P20A;P23;P16_TELE_U;P16_RADIO_U;P16_PREMSA_U;P16_INTERNET_U;P16_AMICS_U;P16_NOINFO_U;P16_NS;P16_NC;P16A_REC;P16A_LITERALS;P16B_REC;P16B_LITERALS;P16C_REC;P16C_LITERALS;PRE_P16D;P16D_1;P16D_1_LITERALS;P16D_2;P16D_2_LITERALS;P16D_3;P16D_3_LITERALS;P17A;P20B;P55;P17B;P18;P19A;P19B;P19C;P19D;P24;P24_LITERALS;P24R;P25;P27;P29;P30;P31;P66;P36;P37;P37_LITERALS;P37R;P38A;P38B;P38B_LITERALS;P38BR;P38_CENS;P38_CENSR;P39;P39_LITERALS;P39R;P40A;P40B;P40B_LITERALS;P40BR;P40_CENS;P40_CENSR;coneix_Albiol;val_Albiol;ordre_Albiol;coneix_Rajoy;val_Rajoy;ordre_Rajoy;coneix_Puigdemont;val_Puigdemont;ordre_Puigdemont;coneix_Junqueras;val_Junqueras;ordre_Junqueras;coneix_Iceta;val_Iceta;ordre_Iceta;coneix_Batet;val_Batet;ordre_Batet;coneix_Rabell;val_Rabell;ordre_Rabell;coneix_Domènech;val_Domènech;ordre_Domènech;coneix_Arrimadas;val_Arrimadas;ordre_Arrimadas;coneix_Mejías;val_Mejías;ordre_Mejías;coneix_Gabriel;val_Gabriel;ordre_Gabriel;coneix_Salellas;val_Salellas;ordre_Salellas;P72A;P72B;P72C;P72D;P72E;P72F;P72G;P82A;P82B;P82C;P83;P84A;P84B;P84C;P84D;P84E;P85A;P85B;P85C;P85D;P85E;P85F;P21A;P21B;P21C;P21D;P21E;P21F;P21G;P21H;P21I;P21J;P21K;P21L;P21M;P21N;P21O;P21P;P21Q;P21R;P21S;P86;P87;C100;C101;C102;C103;C103_LITERALS;C104;C110;C111;C120;C121;C130;C201;C201_LITERALS;C202;C401;C401A;C401B;C440;C500;C500_LITERALS;C600;C610;C700;C704;C705;C706;C800;PERSONES;SEXE_1;EDAT_1;PARENTIU_1;SEXE_2;EDAT_2;PARENTIU_2;SEXE_3;EDAT_3;PARENTIU_3;SEXE_4;EDAT_4;PARENTIU_4;SEXE_5;EDAT_5;PARENTIU_5;SEXE_6;EDAT_6;PARENTIU_6;SEXE_7;EDAT_7;PARENTIU_7;SEXE_8;EDAT_8;PARENTIU_8;SEXE_9;EDAT_9;PARENTIU_9;SEXE_10;EDAT_10;PARENTIU_10;C900;C901;C902_1;C902_2;C902_3;C902_4;C902_5;C902_97;E1;E2;E3;E4;E5;E6;E7;E81;E82;E83;E84;E85;E86
677;1,257; ; ;42;2017;10; ; ; ;1433;2;2;1;378;1982;1;4;1;8;8073;4;11;2;23;1;5;1;2;1;1;9800; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;5;3;3;5;3;5;3;3;5;2;5;4;4;4;1;1;0;0;0;0;0;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;2;2;4;2;1;2;1;12; ;16;3;3;2;2;2;3;2;12; ;16;2; ; ; ;96;96;12; ;13;2; ; ; ;96;96;2; ;12;1;0;9;1;0;5;2; ;3;2; ;2;2; ;6;2; ;8;2; ;7;2; ;4;2; ;11;2; ;1;2; ;10;7;8;5;7;8;7;4;4;2; ;1;5;2;6;6;5;6;7;3;3;7;2;6;0;7;3;6;3;5;4;5;1;5;4;7;1;98;2;5;98;6;1;1;1; ; ; ; ; ;1; ;1; ;3;8; ;4;1; ;3;1;5; ;2;0;2;2;2;2;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;0;0;1;0;1;0;2;2;3;2;2;2;2; ; ; ; ; ; 
678;1,269; ; ;42;2017;10; ; ; ;1687;1;1;2;334;1970;1;4;1;8; ;2;21;1;75;5;16;1;2;1;1;0;EL EXCESO DE AUTONOMIAS Y COMPETENCIA; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;603;600;EL EXCESO DE AUTONIMIAS Y COMPETENCIA;6; ;6;2;3;98;2;3;5;3;98;3;4;6;2;1;2;2;0;0;0;1;1;0;0;0;0; ; ; ; ;6; ;0;17;EL MUNDO;122;EL ESPAÑOL; ; ;6;99;5;1;3;2;1;2;2;6; ;6;7;2;1;1;2;2;2;6; ;6;5;6; ;6;6;6;6; ;6;5;6; ;6;6;6;1;4;5;1;7;10;1;0;2;1;5;6;1;5;12;2; ;7;2; ;1;1;4;11;1;6;3;1;4;9;1;0;4;2; ;8;6;8;99;10;8;10;10;2; ; ;3;3;5;0;0;8;4;10;0;0;5;0;6;4;6;6;0;0;4;2;7;8;8;9;3;7;6;5;4;7;3;98;98;2;9; ; ; ;1963;2;9;2;9;1;1; ;4;2;3; ; ;10; ;1;5;2;2;2;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;1;0;1;1;0;0;0;2;4;3;2;2;2;2; ; ; ; ; ; 
679;,993; ; ;42;2017;10; ; ; ;1743;2;1;1;322;1959;2;6;1;43; ;2;9;2;53;4;11;1;1;1;1;0;RETALLADES EDUCACIO,SANITAT; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1212;1200;RETALLADES SANITAT;3; ;15;4;3;1;2;3;4;3;1;4;1;5;5;2;2;10;10;1;0;1;1;1;0;0;0;3; ; ; ;20; ;0;7;GOOGLE; ; ; ; ;10;0;0;2;4;1;1;1;1;3; ;15;6;10;3;4;1;1;1;3; ;15;5;3; ;15;3;15;3; ;3;5;3; ;3;3;3;1;0;10;1;0;9;1;10;12;1;10;1;1;0;3;2; ;5;2; ;11;2; ;4;1;0;2;2; ;8;1;10;6;2; ;7;10;10;10;8;5;6;98;4;1; ;1;10;0;10;10;0;5;10;10;10;6;10;0;5;10;0;5;10;0;5;0;0;0;0;10;0;0;0;5;0;10;2;2;1; ; ; ; ; ;1; ;1; ;5;1; ;3;2;2; ;2;4; ;6;0;5;1;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;0;1;1;0;1;0;1;2;4;1;2;1;1;0;0;1;0;0;0
680;1,067; ; ;42;2017;10; ; ; ;2856;2;2;2;436;1977;1;6;1;8;8019;6;13;2;64;4;13;1;2;1;1;0;POCAS AYUDAS,FALTA DE OPORTUNIDADES LABORALES PARA MAYORES DE CUARENTA; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9800;9800;9800; ; ; ; ;3;3;2;4;3;4;3;3;98;3;5;0;4;3;0;0;1;0;0;0;1;0;0;0;5; ; ; ; ; ; ; ; ; ; ; ; ;10;0;2;2;4;1;1;1;1;4; ;4;5;3;98;3;2;2;2;96; ;96;2; ; ; ;96;96;4; ;4;2; ; ; ;96;96;1;4;5;1;5;8;1;0;6;1;0;1;1;8;12;2; ;7;2; ;9;2; ;4;1;7;11;2; ;10;2; ;3;2; ;2;7;10;5;9;8;8;10;2; ; ;1;0;0;0;0;2;0;0;0;5;6;0;4;0;8;3;0;2;3;0;7;6;4;4;3;8;8;5;7;98;6;1;1;4; ; ;7; ;2002;4; ;4; ;1;1; ;2;2;2; ;2;3; ;6;4;98;2;2;2;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;2;0;1;0;0;0;0;2;1;4;1;2;1;2; ; ; ; ; ; 
681;,993; ; ;42;2017;10; ; ; ;1148;2;1;2;311;1970;2;4;1;8;8019;6;13;1;53;4;11;1;1;1;1;0;ESPANYA; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;601;600;ESPANYA;10; ;10;4;3;3;5;3;3;3;1;5;1;8;1;1;2;8;7;1;1;1;1;1;0;0;0;3; ;1; ;25; ;0;8;VILAWEB; ; ; ; ;5;0;0;1;4;1;2;1;2;10; ;10;2;10;3;4;1;2;1;10; ;10;5;3; ;15;3;15;3; ;3;5;3; ;3;3;3;1;0;11;1;0;9;1;9;12;1;7;8;1;0;5;2; ;7;1;0;6;1;2;2;1;0;1;1;0;10;1;8;4;1;5;3;10;10;8;0;0;3;10;4;1; ;1;10;0;4;10;0;10;10;10;10;8;10;0;3;3;0;5;8;2;7;1;0;0;0;9;3;3;2;3;0;7;98;2;1; ; ; ; ; ;2;6;1; ;2;9; ;4;1; ;2;2;4; ;2;0;5;3;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;1;0;1;1;1;1;0;1;1;4;1;1;1;2; ; ; ; ; ; 
682;1,007; ; ;42;2017;10; ; ; ;2045;1;1;1;322;1959;2;6;1;43; ;3;9;2;66;5;14;1;1;1;1;0;LA SITUACIO POLITICA QUE ESTEN VIVINT,NO PODER DECIDIR OINDEPENDENCIA; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;601;600;NO PODER DECIDIR INDEPENDENCIA;20; ;15;2;1;3;5;2;5;3;1;4;1;8;5;2;2;7;9;1;0;0;0;0;0;0;0;3; ; ; ; ; ; ; ; ; ; ; ; ;8;0;0;2;3;98;2;1;1;3; ;15;4;7;3;4;1;1;1;15; ;15;5;3; ;15;3;15;3; ;3;5;3; ;3;3;3;1;0;9;1;0;11;1;10;5;1;9;6;1;3;8;1;6;12;1;4;4;1;7;1;1;0;2;2; ;3;1;9;7;1;7;10;10;10;9;7;7;6;10;4;1; ;1;10;0;6;10;0;7;7;10;10;7;8;4;4;9;0;3;9;3;8;4;0;2;0;9;2;7;0;4;0;8;98;2;1; ; ; ; ; ;1; ;1; ;5;9; ;4;2;1; ;1;9; ;1;1;4;1;1;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;2;0;1;0;0;1;0;1;1;4;1;1;1;2; ; ; ; ; ; 
683;,938; ; ;42;2017;10; ; ; ;1152;2;1;1;297;1981;1;4;1;8;8073;4;11;2;32;2;7;1;2;1;1;0;CRISIS EVONOMICA, PARO GENERAL; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;201;200;PARO GENETAL;4; ;4;3;3;3;3;1;3;2;2;3;3;10;5;3;3;0;0;1;0;0;0;0;0;0;0;3; ; ; ; ; ; ; ; ; ; ; ; ;10;0;0;2;4;2;1;2;1;95; ;95;5;5;2;2;98;1;95;96; ;96;2; ; ; ;96;96;96; ;96;2; ; ; ;96;96;2; ;4;1;0;10;1;5;5;2; ;3;2; ;7;2; ;6;2; ;1;2; ;12;2; ;2;2; ;9;2; ;8;2; ;11;10;10;10;10;10;10;10;2; ; ;1;10;0;10;10;10;10;10;5;5;5;0;0;0;8;0;0;5;4;98;5;1;10;7;10;10;98;0;4;0;8;1;1;2;9; ; ; ;2007;2;9;2;9;1;2; ;4;2;2; ;2;3; ;1;3;3;2;2;2;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;2;0;1;0;0;0;0;1;4;4;2;2;2;2; ; ; ; ; ; 
684;1,253; ; ;42;2017;10; ; ; ;1686;2;2;2;130;1974;1;5;1;43; ;2;36;1;56;4;12;1;2;1;1;0;LA FUGA DE EMPRESAS; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;605;600;LA FUGA DE EMPRESAS;4; ;4;5;3;3;4;3;5;3;3;4;3;5;5;2;3;0;0;1;1;0;0;0;0;0;0;5; ;2; ; ; ; ; ; ; ; ; ; ;3;4;4;2;3;2;1;1;1;4; ;4;3;5;3;2;2;2;2;6; ;6;5;4; ;4;4;4;4; ;4;5;4; ;4;4;4;1;5;9;1;4;11;1;5;5;1;5;2;1;4;3;2; ;10;2; ;4;1;5;12;1;0;1;1;4;7;1;3;8;1;4;6;7;9;9;5;5;6;4;2; ; ;1;2;4;9;5;5;5;10;0;0;7;0;5;2;5;3;0;3;5;2;6;2;10;5;5;0;10;0;8;7;8;1;1;2;1; ; ; ;1974;2;1;2;1;1;1; ;4;2;2; ;2;3; ;1;3;3;2;2;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;0;1;1;0;0;0;2;1;4;2;1;1;2; ; ; ; ; ; 
685;1,281; ; ;42;2017;10; ; ; ;1766;2;1;1;342;1956;2;4;1;25;25120;4;33;2;36;3;8;1;2;1;1;0;FALTA DE TRABAJO,LA VIVIENDA DE PROTECCION OFICIAL QUE FALTAN; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;201;200;LA FALTA DE TRABAJO;1; ;1;2;3;1;4;3;2;2;98;2;3;5;7;4;2;3;0;1;0;0;1;0;0;0;0;5; ; ; ; ; ;95; ; ; ; ; ; ;7;6;5;2;98;1;1;2;1;1; ;1;98;0;2;2;2;1;2;1; ;1;5;1; ;1;1;1;1; ;1;5;1; ;1;1;1;2; ;3;1;8;4;1;0;6;1;0;10;2; ;2;2; ;9;2; ;5;2; ;12;2; ;11;2; ;7;2; ;8;2; ;1;5;5;5;8;8;8;10;2; ; ;1;4;3;98;4;5;5;8;4;99;5;4;98;3;4;5;0;5;98;98;98;4;7;98;7;0;98;0;10;98;98;1;98;2;1; ; ; ;1986;2;3;1; ;2;2; ;2;2;2; ;2;3; ;1;2;1;2;2;2;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;0;1;0;0;0;0;2;3;4;1;3;1;2; ; ; ; ; ; 
686;,993; ; ;42;2017;10; ; ; ;1795;2;2;1;130;1974;1;5;1;43; ;1;8;2;60;4;13;1;1;1;1;0;EL GOVERN ESPANYOL EL PARO; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;201;200;EL PARO;98; ;98;3;98;1;98;2;2;1;98;98;1;5;5;2;2;10;10;1;1;1;1;1;0;0;0;3; ;82;RADIO HOSPIRALET DE L INFANT;95; ;0;32;TV3..CAT; ; ; ; ;5;0;0;98;2;1;98;1;1;20; ;15;3;10;3;4;1;3;81;20; ;15;5;14; ;15;14;15;20; ;17;5;98; ;98;98;98;1;0;3;1;0;5;1;10;10;1;10;2;1;0;8;2; ;9;2; ;1;2; ;4;2; ;12;2; ;7;1;10;6;2; ;11;10;10;10;10;99;5;5;4;1; ;1;10;0;10;10;0;0;10;10;10;0;10;2;2;10;0;10;8;5;10;98;0;0;0;7;5;98;5;5;0;98;98;98;1; ; ; ; ; ;1; ;1; ;5;1; ;3;2;2; ;2;2; ;1;1;5;1;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;1;0;0;1;0;0;0;1;2;4;1;1;1;2; ; ; ; ; ; 
687;,993; ; ;42;2017;10; ; ; ;1746;1;2;1;322;1959;2;6;1;43; ;2;9;1;59;4;12;1;1;1;1;0;LA PRESSIO DEL GOBERN CENTRAL EN EL TEMA INDEPENDENCIA,LA MARXA ECONOMIA; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;810;800;LA PRESSIO DEL GOBERN CENTRAL EN EL TEMA INDEPENDENCIA;15; ;15;2;2;2;4;2;2;3;2;4;1;4;5;3;3;7;8;1;0;0;0;0;0;0;0;3; ; ; ; ; ; ; ; ; ; ; ; ;7;2;0;2;3;2;1;1;1;15; ;15;5;10;3;4;1;1;3;15; ;15;5;15; ;15;15;15;3; ;3;5;3; ;3;3;3;1;0;6;1;0;9;1;8;12;1;9;4;1;2;2;1;2;1;2; ;10;1;5;7;1;0;8;2; ;5;1;5;3;2; ;11;9;7;8;0;2;3;2;4;1; ;1;7;0;98;9;0;7;8;10;6;7;9;0;5;7;0;5;7;0;8;2;0;0;0;9;5;5;2;5;0;7;1;1;1; ; ; ; ; ;1; ;1; ;5;1; ;4;2;1; ;2;4; ;1;2;5;1;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;1;0;1;1;0;0;0;1;1;4;1;1;1;1;1;1;0;0;0;0
